BarCode,MRP,ItemName,Category,SubCategory,COMPANY,BRAND,UnitType
22627391,0,BOOTS CUC MOIST LTN UV-A&B SPF15 100 GM,PERSONAL CARE,"CREAMS, LOTIONS",IMPORTED,BOOTS ,PC
40057767,60,INTL NESTLE CHOCO KITKAT DARK 40g,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,KITKAT ,PC
40099118,10,WRIGLEY'S SPEARMINT GUM RS.10 PP,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,SPEARMINT ,PC
40111216,35,BOUNTY CHOCOLATE BAR 57G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,MARS,BOUNTY ,PC
42059202,110,NIVEA ROOL-ON FRESH 50ML,PERSONAL CARE,DEODARANTS,BIERSDORF,NIVEA ,PC
42070139,10,WRIGLEYS JUICY FRUIT CHEW.GUM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,JUICYFRUIT ,PC
42070146,10,WRIGLEY DOUBLMINT XTRA STRG GUM RS.10 PP,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,DOUBLE MINT ,PC
42070658,0,WRIGLEY'S DOUBLE MINT CHEWING GUM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,DOUBLE MINT ,PC
42070665,0,WRIGLEY'S JUICYFRUIT CHEWING GUM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,JUICYFRUIT ,PC
42110200,0,NIVEA SOFT 50ML JAR,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42113195,5,ORBIT CHEWING GUM WHITE,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,ORBIT ,PC
42113201,5,ORBIT CHEWING GUM FRUIT,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,ORBIT ,PC
42113218,5,ORBIT CHEWING GUM SPEARMINT,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,ORBIT ,PC
42113768,5,ORBIT CHEWING GUM {MINT},PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,ORBIT ,PC
42124429,0,WRIGLEY'S BOOMER FRESH MINT 18.6GM SLICK,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,BOOMER ,PC
42132233,0,NIVEA SOFT 100ML JAR,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42132240,210,NIVEA SKIN CRM SOFT MOISTURISING 200m,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42132257,0,NIVEA CREAM 100ML TIN,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42132264,0,NIVEA CREME 200ML TIN,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42132271,79,NIVEA LOTION DRY 75ML,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42132288,0,NIVEA BODY LOTION 75ML BTL,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42154679,11,ORBIT SUGAR FREE CHEWING GUM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,ORBIT ,PC
42187233,120,NIVEA SKIN CREAM 100g,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42187240,179,NIVEA CREAM 200ML,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42187257,145,NIVEA SKIN CRM SOFT MOISTURISING 100M,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42188964,0,ORBIT WINTERFROST SUGAR FREEBLISTERPACK,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,ORBIT ,PC
42191995,219,NIVEA FACE SCRUB NORMAL SKIN 7,PERSONAL CARE,FACE CARE,BIERSDORF,NIVEA ,PC
42192008,99,NIVEA FACE WASH NORMAL SKIN 75,PERSONAL CARE,FACE WASH,BIERSDORF,NIVEA ,PC
42192015,79,NIVEA FACE WASH OILY SKIN 75ML,PERSONAL CARE,FACE WASH,BIERSDORF,NIVEA ,PC
42202905,5,ORBIT CHEWING GUM LIME,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,ORBIT ,PC
42202912,0,ORBIT S/F WHITE SLIM BOTTLE 27.5 G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,ORBIT ,PC
42202929,0,ORBIT S/F SPEARMINT SLIM BOTTLE 27.5G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,ORBIT ,PC
42202950,0,ORBIT PROFSFCHEWGUM11.2G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,ORBIT ,PC
42202967,0,WRIGLEY'S DM SF PRESS MINT -LEMON ICE,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,DOUBLE MINT ,PC
42202974,0,WRIGLEY'S DM SF PRESS MINT-PEPPERMINT,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,DOUBLE MINT ,PC
42202981,0,WRIGLEY'S DM SF PRESS MINT -SPEARMINT,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,DOUBLE MINT ,PC
42203032,0,WRIGLEY DBL MINT XTRA STRG GUM RS,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,DOUBLE MINT ,PC
42203513,50,NIVEA DEO PEARL&BEAUTY 35ML,PERSONAL CARE,DEODARANTS,BIERSDORF,NIVEA ,PC
42204039,0,NIVEA BODY LOTION 250ML BTL,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42204053,189,NIVEA LOTION DRY 250ML,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42204060,254,NIVEA LOTION DRY 400ML+FREE,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42204084,210,NIVEA CREAM WHITE 200ML,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42204091,135,NIVEA CREAM WHITE 100ML,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42204169,80,NIVEA SKIN CRM SOFT MOISTURISING 50M,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42204244,75,NIVEA SKIN CREAM 60M,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42204251,115,NIVEA CREAM 100ML,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42204268,170,NIVEA SKIN CREAM 200g,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42207412,99,NIVEA BODY UV PROTECTION 75ML,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42210832,218,NIVEA SMOOTH MILK BODY LOTION 250m,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42210863,296,NIVEA SMOOTH BODY MILK 400ML,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42210900,109,NIVEA SMOOTH BODY MILK 75ML,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42213758,95,NIVEA HAPPY TIME B.LOTION 75ML,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42214311,165,NIVEA DEODORANT ROLL ON WHITENING 50M,PERSONAL CARE,DEODARANTS,BIERSDORF,NIVEA ,PC
42217602,84,NIVEA LOTION NORMAL 75ML,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42218579,0,NIVEA BODY WHT RPR_LTN 75ML,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42231530,149,NIVEA FW VISAGE SKIN REFINING SCRUB 75m,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42231608,0,NIVEA AQUA EFFECT PURIFYINGF W 75ML,PERSONAL CARE,FACE WASH,BIERSDORF,NIVEA ,PC
42236368,145,NIVEA DEO ROLL ON HAPPY TIME ORANGE 50ml,PERSONAL CARE,DEODARANTS,BIERSDORF,NIVEA ,PC
42241768,0,NIVEA WHITENING CREAM 50ML,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
42241775,0,NIVEA WHITENING CREAM 100ML,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
44204084,203.0000041,NIVEA SOFT 200,PERSONAL CARE,"CREAMS, LOTIONS",BIERSDORF,NIVEA ,PC
50286546,80,DENIM ROLL-ON BLUE 50ML,PERSONAL CARE,DEODARANTS,UNILEVER,DENIM ,PC
50457236,200,HEINZ TOP DOWN TOMATO KETCHUP 910g,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",HEINZ,HEINZ ,PC
76145513,0,CHOC TOBLERONE 50G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,CADBURY INDIA,TOBLERONE ,PC
78917026,30,REXONA ROLL ON ICE COOL 25ML,PERSONAL CARE,DEODARANTS,Unilever,REXONA ,PC
80525400,360,AGNESI SAUCE PESTO ALLA CALABRESE 185g,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",ITALPASTA,AGNESI ,PC
80525448,330,AGNESI SAUCE PESTO GREEN BT 185g,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",ITALPASTA,AGNESI ,PC
80525493,360,AGNESI SAUCE PESTO ROSSO BTL 185g,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",ITALPASTA,AGNESI ,PC
80525516,360,AGNESI SAUCE PESTO SICILIANA BTL 185g,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",ITALPASTA,AGNESI ,PC
87291650,80,DENIM ROLL-ON BLACK 50ML,PERSONAL CARE,DEODARANTS,UNILEVER,DENIM ,PC
88821191,80,ENCHANTEUR TALC 125GM,PERSONAL CARE,TALCUM POWDER,WIPRO CONSUMER CARE,ENCHANTEUR ,PC
89000014,49.0000025,IODEX 20,HOME CARE,OTC - PAIN RELIEF,GLAXO SMITHKLINE BEECHAM,IODEX,PC
89000045,4,CENTER FRESH CWEWING GUM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,PERFETTI VAN MELLE,CENTER FRESH ,PC
89000564,42,COCA COLA 500ML,BEVERAGES,SOFT DRINKS,COCA COLA,COKE ,PC
89000601,0,LIMCA 500 ML PET,BEVERAGES,SOFT DRINKS,COCA COLA,LIMCA ,PC
89000656,39,NESCAFE CLASSIC JAR 25,BEVERAGES,COFFEE,NESTLE,NESCAFE classic,PC
89000663,70,NESCAFE BOTTLE 50G,BEVERAGES,COFFEE,NESTLE,NESCAFE ,PC
89000670,43,MAGGI KETCHUP TOMATO 200g,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",MAGGI,MAGGI ,PC
89000687,42,MAGGI HOT & SWEET SAUCE 200GM,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",MAGGI,MAGGI ,PC
89000717,40,MAGGI TOMATO SAUCE 200GM,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",MAGGI,MAGGI ,PC
89000755,0,NESTLE POLO MINT 21.8G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,POLO ,PC
89000793,0,NESTLE BAR-ONE CHOC 26GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,BAR ONE ,PC
89001257,0,ALPENLIEBE POP CRM STRAWBERRY 8G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,Perfetti van Melle,ALPENLIEBE ,PC
89001318,0,NESTLE PREMIUM MILK CHOC 25GM PP,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,NESTLE ,PC
89001332,0,NESTLE BAR ONE CHOCOLATE 13GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,BAR ONE ,PC
89001356,0,NESTLE MILKYBAR CHOO 15GM CBD,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,MILKY BAR ,PC
89002070,28,MAGGI CHATPAT SAUCE 200G,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",MAGGI,MAGGI ,PC
89002087,28,MAGGI PUDINA SAUCE 200G,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",MAGGI,MAGGI ,PC
89002155,5,ALPENLIEBE 22.5GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,Perfetti van Melle,ALPENLIEBE ,PC
89002223,5,DIP TRIX STRABERRY 19G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,GENERAL MILLS,DIP TRIX ,PC
89002513,0,NESTLE MUNCH 11.5GM PP,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,MUNCH ,PC
89002520,0,NESTLE KIT KAT 2 FINGER 18GM BOX,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,KITKAT ,PC
89002629,28,MEDIKER HAIROIL 50M,PERSONAL CARE,HAIR OIL,MARICO,MEDIKER ,PC
89002841,13,PARACHUTE 50ML,PERSONAL CARE,HAIR OIL,MARICO,PARACHUTE ,PC
89002940,27,PARACHUTE COCONUT OIL 100ml,PERSONAL CARE,HAIR OIL,MARICO,PARACHUTE ,PC
89002964,40,DABUR HAIROIL AMLA 100M,PERSONAL CARE,HAIR OIL,DABUR,DABUR ,PC
89002971,19,DABUR AMLA HAIR OIL 60ML,PERSONAL CARE,HAIR OIL,DABUR,DABUR ,PC
89003060,0,NESTLE MILKYBAR MOULD 24X18GM IN PP,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,MILKY BAR ,PC
89003138,0,DABUR HINGOLI 90 TABLET,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,DABUR,DABUR ,PC
89003237,54,VATIKA SHAMPOO SMOOTH 100ML,PERSONAL CARE,SHAMPOO,DABUR,VATIKA ,PC
89003251,56,VATIKA SHAMPOO ROOT 100ML,PERSONAL CARE,SHAMPOO,DABUR,VATIKA ,PC
89003343,28,DABUR HAIROIL VATIKA 75M,PERSONAL CARE,HAIR OIL,DABUR,VATIKA ,PC
89003350,65,DABUR HAIROIL VATIKA HEENA AMLA LMN 150M,PERSONAL CARE,HAIR OIL,DABUR,DABUR ,PC
89003428,56,DABUR VATIKA BLACK SHINE SHAMPOO 100ML,PERSONAL CARE,SHAMPOO,DABUR,VATIKA ,PC
89003596,3,KITKAT MINI 7G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,KITKAT ,PC
89003626,5,KITKAT MINI 8.6G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,KITKAT ,PC
89003770,0,VATIKA ENRICHED ALMOND HAIR OIL 100 ML,PERSONAL CARE,HAIR OIL,DABUR,VATIKA ,PC
89003794,65,VATIKA HAIRFALL DEFENCE 100ML,PERSONAL CARE,SHAMPOO,DABUR,VATIKA ,PC
89003800,65,VATIKA DANDRUFF CONTROL NC 100,PERSONAL CARE,SHAMPOO,DABUR,VATIKA ,PC
89003831,0,DABUR UVEDA 2 IN 1 MOSITURISER 50 ML,PERSONAL CARE,"CREAMS, LOTIONS",DABUR,UVEDA ,PC
89003848,0,DABUR UVEDA MOISTURSING FACE WASH 50 ML,PERSONAL CARE,FACE WASH,DABUR,UVEDA ,PC
89004029,0,MAGGI SOUP DAL TOMATO CUP 14G,PACKAGED FOODS,SOUPS,MAGGI,MAGGI ,PC
89004036,0,MAGGI SOUP SPINACH VEG CUP 12G,PACKAGED FOODS,SOUPS,MAGGI,MAGGI ,PC
89004050,12,MAGGI SOUP TOMATO AMLA CUP 12G,PACKAGED FOODS,SOUPS,MAGGI,MAGGI ,PC
89004494,12,NESTLE MILKYBAR,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,MILKY BAR ,PC
89004517,54,VATIKA SHAMPOO ULTRA SHINE 100,PERSONAL CARE,SHAMPOO,DABUR,VATIKA ,PC
89004548,5,NESTLE MILKYBAR STRAWBERRY 17GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,MILKY BAR ,PC
89004555,5,NESTLE MILKYBAR CHOO,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,MILKY BAR ,PC
89004647,55,NESCAFE CLASSIC COFFEE JAR 25GM,BEVERAGES,COFFEE,NESTLE,NESCAFE classic,PC
89004678,65,DABUR SHMP VATIKA ANDF SMTH&SHN LMN 100m,PERSONAL CARE,SHAMPOO,DABUR,VATIKA ,PC
89004685,55,VATIKA DANDRUFF CONTROL HC 100,PERSONAL CARE,SHAMPOO,DABUR,VATIKA ,PC
89004890,5,BAR ONE 5RS,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,BAR ONE ,PC
89004906,0,NESTLE BAR-ONE CHOC 28GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,BAR ONE ,PC
89004944,5,NESTLE MILKYBAR CALCIUM RICH 15GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,MILKY BAR ,PC
89005064,48,VATIKA SHAMPOO BLACK 100ML,PERSONAL CARE,SHAMPOO,DABUR,VATIKA ,PC
89005071,0,NESTLE POLO MINT BOX 25 GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,POLO ,PC
89005095,0,SUNRISE PREMIUM JAR 24X25G N1 IN,BEVERAGES,COFFEE,NESTLE,SUNRISE ,PC
89005101,10,NESTLE MILKYBAR MOULD 18GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,MILKY BAR ,PC
89005118,19,Nestle Dark Chocolate,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,Nestle,NESTLE ,PC
89005125,0,NESTLE MUNCH MAHA 13GM PP,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,MUNCH ,PC
89005132,76,DABUR ALMOND HAIR OIL 250ML,PERSONAL CARE,HAIR OIL,DABUR,DABUR ,PC
89005149,41,DABUR ALMOND HAIR OIL 125ML,PERSONAL CARE,HAIR OIL,DABUR,DABUR ,PC
89005354,0,DABUR LAL DANT MANJAN 60G,ORAL CARE,TOOTH PASTE & GELS,DABUR,LALDANT MANJAN ,PC
89005378,22,NESTLE DARK CHOCLATE DRY FRUIT,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,Nestle,NESTLE ,PC
89005460,56,VATIKA SHAMPOO SMOOTH 100ML,PERSONAL CARE,SHAMPOO,DABUR,VATIKA ,PC
89005477,56,DABUR SHMP VATIKA BLK OLV&ALMD 90ml,PERSONAL CARE,SHAMPOO,DABUR,VATIKA ,PC
89005484,65,DABUR SHMP VAT LMN&TEA TRE OIL ANDF 90ml,PERSONAL CARE,SHAMPOO,DABUR,VATIKA ,PC
89005521,5,NESTLE MILKYBAR CHOO 14GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,MILKY BAR ,PC
89005538,5,NESTLE MILKYBAR STRAWBERRY 14GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,MILKY BAR ,PC
89005545,5,NESTLE MILKYBAR CHOO CHOKO 14GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,MILKY BAR ,PC
89005552,5,NESTLE MILKYBAR CRISPY 13GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,MILKY BAR ,PC
89005590,37,DABUR GULABARI PREMIUM JAL 120ML,PERSONAL CARE,FACE CARE,DABUR,GULABARI ,PC
89005606,62,DABUR PREMIUM GULAB JAL 250ML,PERSONAL CARE,FACE CARE,DABUR,DABUR ,PC
89005620,5,Nestle Kit Kat,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,Nestle,KITKAT ,PC
89005637,10,NESTLE KITKAT 18GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,KITKAT ,PC
89005644,20,NESTLE CHOCO KITKAT DARK BAR 27.5g,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,KITKAT ,PC
89005743,10,NESTLE MILKYBAR 18GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,MILKY BAR ,PC
89005767,3,SUNRISE 4G,BEVERAGES,COFFEE,NESTLE,SUNRISE ,PC
89005804,9,NESTLE MILK CHOCOLATE 18G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,NESTLE ,PC
89005859,115,NESCAFE CLASSIC COFFEE JAR 50GM,BEVERAGES,COFFEE,NESTLE,NESCAFE classic,PC
89005866,2,SUNRISE 2RS,BEVERAGES,COFFEE,NESTLE,SUNRISE ,PC
89005903,55,DABUR HAIR OIL ALMOND DAMAGE FREE 100ml,PERSONAL CARE,HAIR OIL,DABUR,DABUR ,PC
89005910,102,DABUR HAIR OIL ALMOND DAMAGE FREE 200ml,PERSONAL CARE,HAIR OIL,DABUR,DABUR ,PC
89005972,13,NESTLE DARK CHOCOLATE 18G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,NESTLE ,PC
89006122,5,NESTLE MUNCH CRUNCHIEST EVER 11.5GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,MUNCH ,PC
89006153,10,NESTLE MILKYBAR MANGO 24GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,NESTLE,MILKY BAR ,PC
89006177,0,WRIGLEY'S ORBIT FRUIT S/F 5.5G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,ORBIT ,PC
89006214,0,WRIGLEY'S ORBIT SPEARMINT S/F 9.9G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,ORBIT ,PC
89006221,0,WRIGLEY'S ORBIT FRUIT S/F 9.9G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,ORBIT ,PC
89006238,0,WRIGLEY'S ORBIT WHITE S/F 9.9G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,WRIGLEYS,ORBIT ,PC
89006382,55,DABUR HROL VATIKA COCONUT HIBISCUS 150ml,PERSONAL CARE,HAIR OIL,DABUR,VATIKA ,PC
89015632,26,SWASTIKS CHILLIPOWDER 100GM,STAPLES,MASALAS,SWASTIKS MASALA PICKLES AND FOOD PRODUCTS,SWATIKS ,PC
90111280,20,BOUNTY 28.5G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,MARS,BOUNTY ,PC
93677400,395,CAPILANO HONEY 400G,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",CAPILANO,CAPILANO ,PC
255211431,0,VICTORY MIRCHI 250 G,STAPLES,RAW SPICES,VICTORY,VICTORY ,PC
400109001,0,ACE RAKHI PREMIUM,HOME CARE,HOUSEHOLD AIDS,UNBRANDED,ACE ,PC
470412003,0,DABUR BADAM TAIL 50ML,PERSONAL CARE,HAIR OIL,DABUR,DABUR ,PC
490000044,0,DALDA VANASPATI 500ML PP,STAPLES,COOKING OILS,BUNGE INDIA,DALDA ,PC
490000049,0,DALDA VANASPATI 1 LTR PP,STAPLES,COOKING OILS,BUNGE INDIA,DALDA ,PC
490000059,0,SAFFOLA KARDI OIL 1 LTR JAR,STAPLES,COOKING OILS,MARICO,SAFFOLA ,PC
490000069,0,SUNDROP SUPERLITE SUNFLOWER OIL 5 LTR HD,STAPLES,COOKING OILS,Agro Tech Foods Ltd,SUNDROP ,PC
490000089,0,EVEREST CHICKEN MASALA 50 GM CBD,STAPLES,MASALAS,EVEREST SPICES,EVEREST ,PC
490000105,0,EVEREST GARAM MASALA 100 GM CBD,STAPLES,MASALAS,EVEREST SPICES,EVEREST ,PC
490000190,0,BIKAJI KAJU BADAM LACHHA150G PP,PACKAGED FOODS,SNACKS,BIKAJI FOODS INTERNATIONAL,BIKAJI ,PC
490000193,0,BIKAJI MAST KIN DRY FRUIT MIXTURE150G PP,PACKAGED FOODS,SNACKS,BIKAJI FOODS INTERNATIONAL,BIKAJI ,PC
490000369,0,MAGGI RICH SOUPS TOMATO 54G SACHET,PACKAGED FOODS,SOUPS,MAGGI,MAGGI ,PC
490000370,0,MAGGI SOUP MIXED VEG SACHET 44G SACHET,PACKAGED FOODS,SOUPS,MAGGI,MAGGI ,PC
490000746,0,PRIYA LIME WITH GARLIC IN OIL PICKLES90G,PACKAGED FOODS,PICKLES,USHODAYA ENTERPRISES,PRIYA ,PC
490000806,0,MAGGI HOT & SOUR VEG SOUP 51GM,PACKAGED FOODS,SOUPS,MAGGI,MAGGI ,PC
490000808,0,MAGGI TOMATO SACHET VEG SOUP 53GM,PACKAGED FOODS,SOUPS,MAGGI,MAGGI ,PC
490001175,0,MIRINDA ORANGE 600 ML PET,BEVERAGES,SOFT DRINKS,PEPSICO,MIRINDA ,PC
490001397,0,BRITANNIA CHESSE CUBE 200 GM,STAPLES,"BUTTER, GHEE ETC",BRITANNIA,BRITANNIA ,PC
490001504,0,KWALITY WALLS VINETTA CHOC -600 ML,DAIRY & FROZEN,ICE CREAM,UNILEVER,WALLS ,PC
490001645,0,CRYSTAL COFFEE SPOON 6PC,HOME CARE,HOUSEHOLD AIDS,UNBRANDED,CRYSTAL ,PC
490001780,0,AMUL MASTI BUTTER MILK SPICED 200ML,BEVERAGES,OTHER DRINKS,GCMMF,AMUL ,PC
490001818,0,PEPSI  600 ML PET,BEVERAGES,SOFT DRINKS,PEPSICO,PEPSI ,PC
490002017,0,KW CORNETTO BUTTERSCOTCH 115 ML,DAIRY & FROZEN,ICE CREAM,UNILEVER,WALLS ,PC
490002190,0,COLGATE PASTEADV WHITENING150GM CBD,ORAL CARE,TOOTH PASTE & GELS,COLGATE PALMOLIVE,COLGATE advance whitening,PC
490002260,0,SANTOOR ORANGE SOAP CHANDAN 115G,PERSONAL CARE,BAR SOAPS,WIPRO CONSUMER CARE,SANTOOR ,PC
490002266,0,CHANDRIKA GREEN SOAP REGULAR 115GM,PERSONAL CARE,BAR SOAPS,WIPRO CONSUMER CARE,CHANDRIKA ,PC
490002267,0,CHANDRIKA GREENSOAPREGULAR3*115 GMFILLED,PERSONAL CARE,BAR SOAPS,WIPRO CONSUMER CARE,CHANDRIKA ,PC
490002279,0,SANTOOR TALC 400GM,PERSONAL CARE,TALCUM POWDER,WIPRO CONSUMER CARE,SANTOOR ,PC
490002280,0,SANTOOR TALCUM POWDER 400GM,PERSONAL CARE,TALCUM POWDER,WIPRO CONSUMER CARE,SANTOOR ,PC
490002341,0,DOMEX TOILET CLEANER 500ML,HOME CARE,TOILET CLEANERS,Unilever,DOMEX ,PC
490002353,0,PEPSODENT TORSION MED T BRUSH,ORAL CARE,TOOTH BRUSH,Unilever,PEPSODENT ,PC
490002354,0,PEPSODENT PERFECT SOFT T BRUSH,ORAL CARE,TOOTH BRUSH,Unilever,PEPSODENT ,PC
490002382,0,CLINIC PLUS NATURAL SHAMPOO 340ML,PERSONAL CARE,SHAMPOO,UNILEVER,CLINIC PLUS ,PC
490002418,0,SUNSILK LUSCLOUSLY THICKNLONG SHMPO340ML,PERSONAL CARE,SHAMPOO,UNILEVER,SUNSILK ,PC
490002423,0,SUNSILK NOURSHNG SOFTNSMOOTH SHAMP 340ML,PERSONAL CARE,SHAMPOO,UNILEVER,SUNSILK ,PC
